kitsu_id,slug,status,title_canonical,title_en,title_ja,title_norm_canonical,title_norm_en,title_norm_ja,synopsis_clean,rating_average_raw,rating_average_10,rating_rank,popularity_rank,categories_json,genres_json,tags_all_json
16084,bungou-stray-dogs,current,Bungou Stray Dogs,Bungou Stray Dogs,文豪ストレイドッグス,bungou stray dogs,bungou stray dogs,wen hao sutoreidotsugusu,"Having been kicked out of the orphanage, a despairing young man by the name of Atsushi Nakajima rescues a strange man from a suicide attempt--Osamu Dazai. Turns out that Dazai is part of an armed-detective agency staffed by individuals whose supernatural powers take on a literary bent!",82.48,8.25,149,107,"[""Action"", ""Drama"", ""Fantasy"", ""Mystery"", ""Sports""]","[""Action"", ""Drama"", ""Mystery"", ""Sports"", ""Supernatural""]","[""Action"", ""Drama"", ""Fantasy"", ""Mystery"", ""Sports"", ""Supernatural""]"
16462,dungeon-ni-deai-wo-motomeru-no-wa-machigatteiru-no-darou-ka,current,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Is It Wrong to Try to Pick Up Girls in a Dungeon?,ダンジョンに出会いを求めるのは間違っているだろうか,dungeon ni deai wo motomeru no wa machigatteiru darou ka,is it wrong to try to pick up girls in a dungeon,danziyonnichu hui iwoqiu merunohajian wei tsuteirudarouka,"The huge labyrinth city, Orario, is the gateway to the huge underground maze commonly known as the “Dungeon”. Its strange name causes excitement, a place to gain honour, and maybe even a romance with a pretty girl. A place where people hold their breath, hoping to gain all they wish for, a place where a solitary young man meets a little ""god"". ""Alright, Bell-kun, follow me! It's time for the ""Familiar"" initiation rite to happen!"" ""Yes! I'm going to get stronger!"" The fated meeting of a boy who wants to become an adventurer, and the failed god who doesn't even have a single follower. This boy's journey as written by the goddess, ""Family's Legend"" (Familiar's Myth).",82.09,8.21,423,133,"[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Fantasy World"", ""Romance""]","[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Romance""]","[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Fantasy World"", ""Romance""]"
16529,shigatsu-wa-kimi-no-uso,finished,Shigatsu wa Kimi no Uso,Your Lie in April,四月は君の嘘,shigatsu wa kimi no uso,your lie in april,si yue hajun noxu,"Kosei Arima was a piano prodigy until his cruel taskmaster of a mother died suddenly, changing his life forever. Driven by his pain to abandon piano, Kosei now lives in a monotonous, colorless world. Having resigned himself to a bland life, he is surprised when he meets Kaori Miyazono, a violinist with an unorthodox style. Can she teach Kosei not just how to play, but how to start living again?",82.47,8.25,151,59,"[""Drama"", ""Friendship"", ""Music"", ""Romance"", ""School Life""]","[""Drama"", ""Friendship"", ""Music"", ""Romance"", ""School""]","[""Drama"", ""Friendship"", ""Music"", ""Romance"", ""School"", ""School Life""]"
16550,ao-haru-ride-m,finished,Ao Haru Ride,Ao Haru Ride,アオハライド AO―HARU―RIDE,ao haru ride,ao haru ride,aoharaido ao haru ride,"Yoshioka Futaba has a few reasons why she wants to ""reset"" her image & life as a new high school student. Because she's cute, she was ostracized by her female friends in junior high, and because of a misunderstanding, she couldn't get her feeling across to the one boy she has ever liked, Tanaka-kun. Now in high school, she is determined to be as unladylike as possible so that her friends won't be jealous of her. While living her life this way contentedly, she meets Tanaka-kun again, but he now goes under the name of Mabuchi Kou. He tells her that he felt the same way as she did when they were younger, but now things can never be the same again. Will Futaba be able to continue her love that never even started from three years ago? Included one-shots: Volume 8: Sono Omokage wo Shitteru Volume 13: Strobe Edge Tokubetsu-hen",82.2,8.22,348,43,"[""Comedy"", ""Drama"", ""Romance"", ""School Life"", ""Slice of Life""]","[""Comedy"", ""Drama"", ""Romance"", ""School"", ""Slice of Life""]","[""Comedy"", ""Drama"", ""Romance"", ""School"", ""School Life"", ""Slice of Life""]"
16554,koe-no-katachi-manga,finished,Koe no Katachi,A Silent Voice,聲の形,koe no katachi,a silent voice,sheng noxing,"Shoya is a bully. When Shoko, a girl who can't hear, enters his elementary school class, she becomes their favorite target, and Shoya and his friends goad each other into devising new tortures for her. But the children's cruelty goes too far. Shoko is forced to leave the school, and Shoya ends up shouldering all the blame. Six years later, the two meet again. Can Shoya make up for his past mistakes, or is it too late?",84.36,8.44,17,9,"[""Coming Of Age"", ""Drama"", ""Friendship"", ""Japan"", ""Present"", ""Romance"", ""School Life""]","[""Drama"", ""Romance"", ""School""]","[""Coming Of Age"", ""Drama"", ""Friendship"", ""Japan"", ""Present"", ""Romance"", ""School"", ""School Life""]"
16640,kamisama-hajimemashita,finished,Kamisama Hajimemashita,Kamisama Kiss,神様はじめました,kamisama hajimemashita,kamisama kiss,shen yang hazimemashita,"Nanami Momozono is alone and homeless after her dad skips town to evade his gambling debts and the debt collectors kick her out of her apartment. So when a man she's just saved from a dog offers her his home, she jumps at the opportunity. But it turns out that his place is a shrine, and Nanami has unwittingly taken over his job as a local deity! Nanami has all kinda of new responsibilities she doesn't understand, dangers she's unaware of, and a cranky ex-familiar who's...actually pretty hot. What's a new-fledged godling to do?",82.6,8.26,120,42,"[""Comedy"", ""Demon"", ""Fantasy"", ""Romance"", ""Shoujo""]","[""Comedy"", ""Demons"", ""Fantasy"", ""Romance"", ""Supernatural""]","[""Comedy"", ""Demon"", ""Demons"", ""Fantasy"", ""Romance"", ""Shoujo"", ""Supernatural""]"
17204,noragami,finished,Noragami,Noragami: Stray God,ノラガミ,noragami,noragami stray god,noragami,"Yato is a homeless god. He doesn't even have a shrine, not to mention worshippers! So to achieve his ambitious goals, he's set up a service to help those in need (for a small fee), hoping he'll eventually raise enough money to build himself the lavish temple of his dreams. Of course, he can't afford to be picky, so Yato accepts all kinds of jobs, from finding lost kittens to helping a student overcome bullies at school.",82.49,8.25,147,28,"[""Action"", ""Fantasy"", ""Romance"", ""Shounen"", ""Supernatural""]","[""Action"", ""Fantasy"", ""Romance"", ""Supernatural""]","[""Action"", ""Fantasy"", ""Romance"", ""Shounen"", ""Supernatural""]"
17413,the-breaker-manhwa,finished,The Breaker,The Breaker,브레이커,the breaker,the breaker,beureikeo,"The new English teacher, Chun-Woo, is not your ordinary teacher. Shioon, a victim of constant bullying, unexpectedly witnesses Chun-Woo's fighting power, and begs him to make him his disciple. Chun-Woo claims he can teach Shioon only if he is truly determined, and Shioon must jump off a bridge into a deep river in order to prove it! It turns out, however, that Chun-Woo and his powers are more than meets the eye. Shioon makes a grand entrance into the hidden world of martial arts, and he is about to be taught by the best there is!",82.2,8.22,349,95,"[""Action"", ""Comedy"", ""Martial Arts"", ""School Life""]","[""Action"", ""Comedy"", ""Drama"", ""Martial Arts"", ""School""]","[""Action"", ""Comedy"", ""Drama"", ""Martial Arts"", ""School"", ""School Life""]"
17631,gangsta,current,Gangsta.,Gangsta.,GANGSTA.,gangsta,gangsta,gangsta,"In the city of Ergastulum, a shady ville filled with made men and petty thieves, whores on the make and cops on the take, there are some deeds too dirty for even its jaded inhabitants to touch. Enter the ""Handymen,"" Nic and Worick, who take care of the jobs no one else will handle. Until the day when a cop they know on the force requests their help in taking down a new gang muscling in on the territory of a top Mafia family. It seems like business (and mayhem) as usual, but the Handymen are about to find that this job is a lot more than they bargained for.",81.17,8.12,663,274,"[""Action"", ""Crime"", ""Drama"", ""Mafia"", ""Super Power"", ""Violence""]","[""Action"", ""Drama"", ""Super Power""]","[""Action"", ""Crime"", ""Drama"", ""Mafia"", ""Super Power"", ""Violence""]"
18123,akame-ga-kill,finished,Akame ga Kill!,Akame ga Kill!,アカメが斬る！,akame ga kill,akame ga kill,akamegazhan ru,"In a fantasy world, fighter Tatsumi sets out for the Capital to earn money for his starving village, and finds a world of unimaginable corruption, all spreading from the depraved Prime Minister who controls the child Emperor's ear. After nearly becoming a victim of this corruption himself, Tatsumi is recruited by Night Raid, a group of assassins dedicated to eliminating the corruption plaguing the Capitol by mercilessly killing those responsible.",76.5,7.65,2617,97,"[""Action"", ""Drama"", ""Fantasy"", ""Horror""]","[""Action"", ""Drama"", ""Fantasy"", ""Horror""]","[""Action"", ""Drama"", ""Fantasy"", ""Horror""]"
18205,onanie-master-kurosawa,finished,Onanie Master Kurosawa,Masturbation Master Kurosawa,オナニーマスター黒沢,onanie master kurosawa,masturbation master kurosawa,onani masuta hei ze,"Kakeru Kurosawa is an antisocial junior high school student. He rarely associates with his classmates, and he looks down on them. But this behavior is topped off by a certain bad habit, his closely guarded secret: every day after school, he sneaks in to the rarely used girls' toilet on the 3rd floor and masturbates in a stall. Kakeru's shadowy routine remains undisturbed until one day, when a diminutive girl from his class, Aya Kitahara, almost discovers him. Their meeting begins a coming-of-age story dealing with blackmail, bullying, revenge, heartbreak and ultimately, redemption.",81.6,8.16,559,82,"[""Coming Of Age"", ""Drama"", ""Parody"", ""Psychological"", ""Romance"", ""School Life"", ""Seinen""]","[""Doujinshi"", ""Drama"", ""Parody"", ""Psychological"", ""Romance"", ""School"", ""Thriller""]","[""Coming Of Age"", ""Doujinshi"", ""Drama"", ""Parody"", ""Psychological"", ""Romance"", ""School"", ""School Life"", ""Seinen"", ""Thriller""]"
18471,ookami-to-koushinryou-novel,current,Spice & Wolf,Spice & Wolf,狼と香辛料,spice wolf,spice wolf,lang toxiang xin liao,"The life of a traveling merchant is a lonely one, a fact with which Kraft Lawrence is well acquainted. Wandering from town to town with just his horse, cart, and whatever wares have come his way, the peddler has pretty well settled into his routine—that is, until the night Lawrence finds a wolf goddess asleep in his cart. Taking the form of a fetching girl with wolf ears and a tail, Holo has wearied of tending to harvests in the countryside and strikes up a bargain with the merchant to lend him the cunning of “Holo the Wisewolf” to increase his profits in exchange for taking her along on his travels. What kind of businessman could turn down such an offer? Lawrence soon learns, though, that having an ancient goddess as a traveling companion can be a bit of a mixed blessing. Will this wolf girl turn out to be too wild to tame?",82.62,8.26,113,171,"[""Adventure"", ""Contemporary Fantasy"", ""Fantasy"", ""Historical"", ""Juujin"", ""Romance""]","[""Adventure"", ""Drama"", ""Fantasy"", ""Historical"", ""Romance"", ""Supernatural""]","[""Adventure"", ""Contemporary Fantasy"", ""Drama"", ""Fantasy"", ""Historical"", ""Juujin"", ""Romance"", ""Supernatural""]"
19217,bakuman,finished,Bakuman.,Bakuman。,BAKUMAN。 バクマン。,bakuman,bakuman,bakuman bakuman,"Bakuman follows the story of high school student Moritaka Mashiro, a talented artist who does not know what he wants to do with his future. One day, Mashiro draws a picture of Miho Azuki, a girl he is secretly fond of, during class but forgets the notebook at school. He comes back to find that his classmate Akito Takagi is waiting for him with his notebook. Takagi tries to convince Mashiro to become a mangaka, a manga artist, with him, leading to Mashiro's disagreement. Mashiro goes home and thinks about his mangaka uncle, who had only one successful series before he died in obscurity. Mashiro is interrupted by a phone call from Takagi, who says that he is going to tell Azuki that Mashiro likes her. Mashiro runs down to Azuki's house to find Takagi waiting for him. Once Azuki comes out to meet them, Takagi tells her that he and Mashiro are aiming to be mangaka. Mashiro then learns that she wants to be a seiyuu, a voice actor, and has shown promise in the field. Mashiro, once again thinking about his uncle, accidentally proposes to Azuki who accepts. However, she will only marry him after they achieve their dreams. In addition, they cannot see each other until then.",82.32,8.23,253,86,"[""Comedy"", ""Drama"", ""Romance""]","[""Comedy"", ""Drama"", ""Romance""]","[""Comedy"", ""Drama"", ""Romance""]"
19682,ansatsu-kyoushitsu,finished,Ansatsu Kyoushitsu,Assassination Classroom,暗殺教室,ansatsu kyoushitsu,assassination classroom,an sha jiao shi,"The students of class 3-E have a mission: kill their teacher before graduation. He has already destroyed the moon, and has promised to destroy the Earth if he can not be killed within a year. But how can this class of misfits kill a tentacled monster, capable of reaching Mach 20 speed, who may be the best teacher any of them have ever had?",84.19,8.42,21,8,"[""Action"", ""Comedy"", ""Fantasy"", ""Psychological"", ""School Life"", ""Science Fiction""]","[""Action"", ""Comedy"", ""Psychological"", ""School"", ""Science Fiction"", ""Supernatural""]","[""Action"", ""Comedy"", ""Fantasy"", ""Psychological"", ""School"", ""School Life"", ""Science Fiction"", ""Supernatural""]"
20055,naruto-dokonjou-ninden,finished,Naruto Ninden Series,Naruto Ninden Series,NARUTO -ナルト- 忍伝シリーズ,naruto ninden series,naruto ninden series,naruto naruto ren chuan shiri zu,"A whole village has suddenly disappeared and in its place, there is the mountain Hyatsuki. Can the story of the ""Jutsu of the moving mountains"" really be true? And where is Narutos old rival Renge? Naruto's job is it to find the answers to all these questions. Note: The novel is presented as if it were written by Jiraiya.",84.22,8.42,20,15,"[""Adventure"", ""Sports""]","[""Adventure"", ""Sports""]","[""Adventure"", ""Sports""]"
20310,sekaiichi-hatsukoi-onodera-ritsu-no-baai,current,Sekaiichi Hatsukoi: Onodera Ritsu no Baai,The World's Greatest First Love: The Case of Ritsu Onodera,世界一初恋 ～小野寺律の場合～,sekaiichi hatsukoi onodera ritsu no baai,the world s greatest first love the case of ritsu onodera,shi jie yi chu lian xiao ye si lu nochang he,"Onodera Ritsu has just transferred from his father's publishing company to Marukawa Shoten. Assigned to the shoujo manga division, he crosses path with the person he'd least expected to meet. Takano Masamune is the editor-in-chief of the division Ritsu's been assigned to, and the two seem get off on the wrong foot right from the very start when Takano unexpectedly kisses him. However, there is more to than what meets the eye: Takano is actually Saga, Ritsu's senpai and high school love, whom Ritsu had thought to have played him for a fool by taking his affections for granted when he confessed and summarily dumped him.",82.28,8.23,285,315,"[""Comedy"", ""Drama"", ""Yaoi""]","[""Comedy"", ""Drama"", ""Romance"", ""Yaoi""]","[""Comedy"", ""Drama"", ""Romance"", ""Yaoi""]"
20582,ookami-kodomo-no-ame-to-yuki-manga,finished,Ookami Kodomo no Ame to Yuki,Wolf Children: Ame & Yuki,おおかみこどもの雨と雪,ookami kodomo no ame to yuki,wolf children ame yuki,ookamikodomonoyu toxue,"When Hana falls in love with a young interloper she encounters in her college class, the last thing she expects to learn is that he is part wolf. Instead of rejecting her lover upon learning his secret, she accepts him with open arms. Soon, the couple is expecting their first child, and a cozy picture of family life unfolds. But after what seems like a mere moment of bliss to Hana, the father of her children is tragically taken from her. Life as a single mother is hard in any situation, but when your children walk a fine line between man and beast, the rules of parenting all but go out the window. With no one to turn to, how will Hana survive?",82.41,8.24,177,94,"[""Fantasy"", ""Juujin"", ""Romance"", ""Slice of Life"", ""Thriller""]","[""Drama"", ""Fantasy"", ""Romance"", ""Slice of Life"", ""Thriller""]","[""Drama"", ""Fantasy"", ""Juujin"", ""Romance"", ""Slice of Life"", ""Thriller""]"
21550,otoyomegatari,current,Otoyomegatari,A Bride's Story,乙嫁語り,otoyomegatari,a bride s story,yi jia yu ri,"A Bride’s Story tells the tale of a beautiful young bride in nineteenth-century Asia. At the age of twenty, Amir is sent to a neighboring town to be wed. But her surprise at learning her new husband, Karluk, is eight years younger than her is quickly replaced by a deep affection for the boy and his family. Though she hails from just beyond the mountains, Amir’s clan had very different customs, foods, and clothes from what Karluk is used to. As the two of them learn more about each other through their day-to-day lives, the bond of respect and love grows stronger.",82.56,8.26,128,225,"[""Drama"", ""Historical"", ""Middle East"", ""Romance""]","[""Drama"", ""Historical"", ""Romance""]","[""Drama"", ""Historical"", ""Middle East"", ""Romance""]"
22206,watashi-ga-motenai-no-wa-dou-kangaete-mo-omaera-ga-warui,current,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"No Matter How I Look at It, It's You Guys' Fault I'm Not Popular!",私がモテないのはどう考えてもお前らが悪い!,watashi ga motenai no wa dou kangaetemo omaera ga warui,no matter how i look at it it s you guys fault i m not popular,si gamotenainohadoukao etemooqian ragae i,"Kuroki Tomoko is a super popular, high school girl, who has had 50 years of dating experience, and 100 boys... in the Otome game world. In the real world, she is a 15 year old shut in, who has all of the qualities of a ""mojo"" (喪女, a gloomy or unpopular woman). However, when school isn't going as she expected, and she isn't as popular as she had thought she was, she takes a look at herself in the mirror for the first time in a few years, and has some shocking revelations...",76.1,7.61,2926,324,"[""Comedy"", ""School Life""]","[""Comedy"", ""School""]","[""Comedy"", ""School"", ""School Life""]"
22352,horimiya,finished,Horimiya,Horimiya,ホリミヤ,horimiya,horimiya,horimiya,"At school, Kyouko Hori is known for being smart, attractive, and popular. On the other hand, her classmate, the boring, gloomy Izumi Miyamura tends to get painted as a ""loser fanboy."" But when a liberally pierced and tattooed (not to mention downright gorgeous) Miyamura appears unexpectedly on the doorstep of secretly plain-Jane homebody Hori, these two similarly dissimilar teenagers discover that there are multiple sides to every story...and person! Notes: -Includes 20 extra chapters. -The 17th volume got released on July 18, 2023. This was 2 years after its original ending. This new volume included 10 extra chapters. Note: Chapter count includes 20 extra chapters.",83.32,8.33,52,24,"[""Comedy"", ""Coming Of Age"", ""Family"", ""Romance"", ""School Life"", ""Slapstick"", ""Slice of Life""]","[""Comedy"", ""Romance"", ""School"", ""Slice of Life""]","[""Comedy"", ""Coming Of Age"", ""Family"", ""Romance"", ""School"", ""School Life"", ""Slapstick"", ""Slice of Life""]"
22926,gekkan-shoujo-nozaki-kun,current,Gekkan Shoujo Nozaki-kun,Monthly Girls' Nozaki-kun,月刊少女野崎くん,gekkan shoujo nozaki kun,monthly girls nozaki kun,yue kan shao nu ye qi kun,"The boy of her dreams...is a girl's manga artist?! To the eyes of high school student Chiyo Sakura, classmate Umetarou Nozaki--brawny of build and brusque of tongue--is a dreamboat! When Chiyo finally works up the courage to tell Nozaki how she feels about him, she knows rejection is on the table...but getting recruited as a manga-ka's assistant?! Never in a million years! But for someone who makes a living drawing sweet girly romances, Nozaki-kun is a little slow on the uptake when it comes to matters of the heart in reality. And so Chiyo's daily life of manga making and heartache begins!",82.4,8.24,182,117,"[""Comedy"", ""Friendship"", ""High School"", ""Japan"", ""Parody"", ""Romance"", ""School Life"", ""Slice of Life"", ""Working Life""]","[""Comedy"", ""Romance"", ""School""]","[""Comedy"", ""Friendship"", ""High School"", ""Japan"", ""Parody"", ""Romance"", ""School"", ""School Life"", ""Slice of Life"", ""Working Life""]"
23702,owari-no-seraph-m,current,Owari no Seraph,Seraph of the End: Vampire Reign,終わりのセラフ,owari no seraph,seraph of the end vampire reign,zhong warinoserahu,"One day, a mysterious virus appeared on Earth which killed every infected human over the age of 13. At the same time, vampires emerged from the world's dark recesses and enslaved mankind. Enter Hyakuya Yuuichirou, a young boy, who along with the rest of the children from his orphanage, are treated as livestock by the vampires. Even in captivity, Yuuichirou dreams big. He dreams of killing vampires. He dreams of killing them all.",78.28,7.83,1591,143,"[""Action"", ""Drama"", ""Fantasy"", ""Shounen"", ""Vampire""]","[""Action"", ""Drama"", ""Supernatural"", ""Vampire""]","[""Action"", ""Drama"", ""Fantasy"", ""Shounen"", ""Supernatural"", ""Vampire""]"
24147,one-punch-man,current,One Punch-Man,One-Punch Man,ワンパンマン,one punch man,one punch man,wanpanman,"Everything about a young man named Saitama screams ""AVERAGE,” from his lifeless expression, to his bald head, to his unimpressive physique. However, this average-looking fellow doesn't have your average problem... He's actually a superhero that's looking for tough opponents! The problem is, every time he finds a promising candidate he beats the snot out of them in one punch. Can Saitama finally find an evil villain strong enough to challenge him? Follow Saitama through his hilarious romps as he searches for new bad guys to challenge!",84.64,8.46,10,5,"[""Action"", ""Alien"", ""Comedy"", ""Cyborg"", ""Parody"", ""Science Fiction"", ""Seinen"", ""Super Power"", ""Superhero"", ""Supernatural"", ""Violence""]","[""Action"", ""Comedy"", ""Parody"", ""Science Fiction"", ""Super Power"", ""Supernatural""]","[""Action"", ""Alien"", ""Comedy"", ""Cyborg"", ""Parody"", ""Science Fiction"", ""Seinen"", ""Super Power"", ""Superhero"", ""Supernatural"", ""Violence""]"
24155,ao-no-exorcist,current,Ao no Exorcist,Blue Exorcist,青の祓魔師〈エクソシスト〉,ao no exorcist,blue exorcist,qing nofu mo shi ekusoshisuto,"This world consists of two dimensions joined as one, like a mirror. The first is the world in which the humans live, Assiah. The other is the world of demons, Gehenna. Ordinarily, travel between the two, and indeed any kind of contact between the two, is impossible. However the demons can pass over into this world by possessing anything that exist within it. Satan the god of demons, but there's one thing that he doesn't have, and that's a substance in the human world that is powerful enough to contain him!! For that purpose he created Rin, his son from a human woman, but will his son agree to his plans? Or will he become something else...? An exorcist?",82.07,8.21,433,40,"[""Action"", ""Adventure"", ""Demon"", ""Drama"", ""Fantasy"", ""School Life"", ""Shounen""]","[""Action"", ""Adventure"", ""Demons"", ""Drama"", ""Fantasy"", ""School"", ""Supernatural""]","[""Action"", ""Adventure"", ""Demon"", ""Demons"", ""Drama"", ""Fantasy"", ""School"", ""School Life"", ""Shounen"", ""Supernatural""]"
24208,nanatsu-no-taizai,finished,Nanatsu no Taizai,The Seven Deadly Sins,七つの大罪,nanatsu no taizai,the seven deadly sins,qi tsunoda zui,"When they were accused of trying to overthrow the monarchy, the feared warriors the Seven Deadly Sins were sent into exile. Princess Elizabeth discovers the truth - the Sins were framed by the king's guard, the Holy Knights - too late to prevent them from assassinating her father and seizing the throne! Now the princess is on the run, seeking the Sins to help her reclaim the kingdom. But the first Sin she meets, Meliodas, is a little innkeeper with a talking pig. He doesn't even have a real sword! Have the legends of the Sins' strength been exaggerated?",83.09,8.31,61,12,"[""Action"", ""Adventure"", ""Ecchi"", ""Fantasy""]","[""Action"", ""Adventure"", ""Ecchi"", ""Fantasy"", ""Supernatural""]","[""Action"", ""Adventure"", ""Ecchi"", ""Fantasy"", ""Supernatural""]"
24407,tonari-no-kaibutsu-kun,finished,Tonari no Kaibutsu-kun,My Little Monster,となりの怪物くん,tonari no kaibutsu kun,my little monster,tonarinoguai wu kun,"Mizutani Shizuku is the type of person who only cares for her own grades. But when she accidentally delivers lesson notes to Yoshida Haru, he becomes convinced they are friends. Haru turns out to have a very innocent personality, but who would've thought that Haru would actually confess to Shizuku? A cold-hearted girl and super-troublemaker romance with a fresh new perspective. Note: Volume 10 contains the extra Kenji to Haru and Volume 11 contains the extras 1-nensei no Koro no Hanashi and Shoujo-tachi no Benkyoukai. Volume 13 has the 4 side story chapters Sasaya-kun no Hanashi 2, Iyo no Ouji-sama Daisakusen! , Riverside no Kodomo-tachi, and Never Ending .",81.97,8.2,475,66,"[""Comedy"", ""Romance"", ""School Life""]","[""Comedy"", ""Romance"", ""School""]","[""Comedy"", ""Romance"", ""School"", ""School Life""]"
25108,magi-the-labyrinth-of-magic,finished,Magi,Magi: The Labyrinth of Magic,マギ,magi,magi the labyrinth of magic,magi,"Deep within the desert lie the mysterious Dungeons, vast stores of riches there for the taking by anyone lucky enough to find them and brave enough to venture into the depths from where few have ever returned. Plucky young adventurer Aladdin means to find the Dungeons and their riches, but Aladdin is just as mysterious as the treasures he seeks. Together with his friend, Alibaba, and the genie, Ugo, Aladdin sets out to find his fortune in the depths of the endless dunes...",82.03,8.2,455,70,"[""Adventure"", ""Fantasy"", ""Magic"", ""Shounen""]","[""Adventure"", ""Fantasy"", ""Magic""]","[""Adventure"", ""Fantasy"", ""Magic"", ""Shounen""]"
25356,mahou-tsukai-no-yome,current,Mahoutsukai no Yome,The Ancient Magus' Bride,魔法使いの嫁,mahoutsukai no yome,the ancient magus bride,mo fa shi inojia,"Hatori Chise has lived a life full of neglect and abuse, devoid of anything resembling love. Far from the warmth of family, she has had her share of troubles and pitfalls. Just when all hope seems lost, a fateful encounter awaits her. When a man with the head of a beast, wielding strange powers, obtains her through a slave auction, Chise's life will never be the same again. The man is a ""magus,"" a sorcerer of great power, who decides to free Chise from the bonds of captivity. The magus then makes a bold statement: Chise will become his apprentice–and his bride!",82.39,8.24,189,68,"[""Contemporary Fantasy"", ""Fantasy"", ""Magic"", ""Slice of Life""]","[""Fantasy"", ""Magic"", ""Slice of Life"", ""Supernatural""]","[""Contemporary Fantasy"", ""Fantasy"", ""Magic"", ""Slice of Life"", ""Supernatural""]"
25358,mob-psycho-100,finished,Mob Psycho 100,Mob Psycho 100,モブサイコ100,mob psycho 100,mob psycho 100,mobusaiko100,"Kageyama Shigeo (a.k.a. ""Mob"") is a 8th grader with psychic abilities. He could bend spoons and lift objects with his mind from a young age, but he slowly began to withhold from using his abilities in public due to the negative attention he kept receiving. Now, the only thing he wants is to become friends with a girl in his class, Tsubomi. With his psychic ""mentor"" (who has no psychic powers), he continues his daily life, attempting to realize his purpose in life.",82.79,8.28,87,50,"[""Action"", ""Comedy"", ""Contemporary Fantasy"", ""Slice of Life"", ""Super Power""]","[""Action"", ""Comedy"", ""Slice of Life"", ""Supernatural""]","[""Action"", ""Comedy"", ""Contemporary Fantasy"", ""Slice of Life"", ""Super Power"", ""Supernatural""]"
25426,re-monster-m,current,Re:Monster,Re:Monster,Re:Monster,re monster,re monster,re monster,"Tomokui Kanata has been re-incarnated in the weakest goblin, named Goburou, after having undergone an unfortunate death. However Goburou has retained his previous life's memories, an unusual evolution, as well as becoming strong enough to gain status boosts from eating. In this alternate world of survival of the fittest, events unfold with competent subordinates and comrades, delightful case of the tail-wagging dog...",73.02,7.3,5732,307,"[""Action"", ""Adventure"", ""Fantasy"", ""Magic""]","[""Action"", ""Adventure"", ""Fantasy"", ""Magic""]","[""Action"", ""Adventure"", ""Fantasy"", ""Magic""]"
25436,tower-of-god,current,Tower of God,Tower of God,,tower of god,tower of god,,"What do you desire? Fortune? Glory? Power? Revenge? Or something that surpasses all others? What ever you desire, that is here. Tower of God. Join Baam as he climbs each level of the Tower to find his beloved friend, Rachel. Facing impossible missions to mind bending puzzles as he uses any means necessary to reach the top.",82.14,8.21,398,67,"[""Action"", ""Adventure"", ""Fantasy"", ""Mystery""]","[""Action"", ""Adventure"", ""Fantasy"", ""Mystery""]","[""Action"", ""Adventure"", ""Fantasy"", ""Mystery""]"
25524,tate-no-yuusha-no-nariagari,current,Tate no Yuusha no Nariagari,The Rising of the Shield Hero: The Manga Companion,盾の勇者の成り上がり,tate no yuusha no nariagari,the rising of the shield hero the manga companion,dun noyong zhe nocheng rishang gari,"Naofumi Iwatani, an uncharismatic Otaku who spends his days on games and manga, suddenly finds himself summoned to a parallel universe! He discovers he is one of four heroes equipped with legendary weapons and tasked with saving the world from its prophesied destruction. As the Shield Hero, the weakest of the heroes, all is not as it seems. Naofumi is soon alone, penniless, and betrayed. With no one to turn to, and nowhere to run, he is left with only his shield. Now, Naofumi must rise to become the legendary Shield Hero and save the world!",78.65,7.87,1433,104,"[""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Isekai"", ""Seinen""]","[""Action"", ""Adventure"", ""Drama"", ""Fantasy""]","[""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Isekai"", ""Seinen""]"
25541,mushoku-tensei-isekai-ittara-honki-dasu,current,Mushoku Tensei: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,mushoku tensei isekai ittara honki dasu,mushoku tensei jobless reincarnation,wu zhi zhuan sheng yi shi jie xing tsutaraben qi dasu,"Just when an unemployed thirty-four-year-old otaku reaches a dead end in life and decides that it's time to turn over a new leaf—he gets run over by a truck and dies! Shockingly, he finds himself reborn into an infant's body in a strange new world of swords and magic.His new identity is Rudeus Grayrat, but he still retains the memories of his previous life. Follow Rudeus from infancy to adulthood, as he struggles to redeem himself in a wondrous yet dangerous world.",80.06,8.01,940,145,"[""Action"", ""Adventure"", ""Demon"", ""Fantasy"", ""Fantasy World"", ""Isekai"", ""Magic""]","[""Drama"", ""Fantasy"", ""Magic""]","[""Action"", ""Adventure"", ""Demon"", ""Drama"", ""Fantasy"", ""Fantasy World"", ""Isekai"", ""Magic""]"
